owner,repo,full_name,input_language,input_license_family,input_spdx,input_stars,api_status,api_html_url,api_license_spdx,api_license_name,api_license_key,api_license_family,api_stars,api_archived,api_disabled,api_created_at,api_updated_at,api_pushed_at,api_default_branch,api_latest_commit_sha
bradfitz,iter,bradfitz/iter,Go,permissive,,,ok,https://github.com/bradfitz/iter,BSD-3-Clause,"BSD 3-Clause ""New"" or ""Revised"" License",bsd-3-clause,Permissive,295,False,False,2014-01-24T04:11:58Z,2025-05-12T08:18:46Z,2019-12-30T17:51:10Z,master,e8f45d346db8021e0dd53899bf55eb6e21218b33
tohjustin,kube-lineage,tohjustin/kube-lineage,Go,permissive,,,ok,https://github.com/tohjustin/kube-lineage,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,439,False,False,2021-08-18T13:51:40Z,2025-08-17T18:04:45Z,2024-07-07T13:31:43Z,master,1a6f1a22377ead7aa2467e40ce584daf3ab9bf1d
cirocosta,asciinema-edit,cirocosta/asciinema-edit,Go,permissive,,,ok,https://github.com/cirocosta/asciinema-edit,MIT,MIT License,mit,Permissive,331,False,False,2018-07-02T12:56:39Z,2025-07-01T21:44:57Z,2023-06-28T22:07:22Z,master,1c0971ae232aef9637035f7a5ce3a98fadc7c181
antlinker,go-dirtyfilter,antlinker/go-dirtyfilter,Go,permissive,,,ok,https://github.com/antlinker/go-dirtyfilter,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,351,False,False,2016-03-25T08:52:11Z,2025-08-14T20:18:38Z,2019-09-23T12:59:08Z,master,1698a13476fc4dfc88e3c169bfef418649be532e
opendilab,DI-orchestrator,opendilab/DI-orchestrator,Go,permissive,,,ok,https://github.com/opendilab/DI-orchestrator,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,241,False,False,2021-07-05T02:57:07Z,2025-01-17T18:09:40Z,2023-01-09T04:13:09Z,main,dde78a72def04eb0b9e5730ca6da0a48cee6ad61
jaypipes,ghw,jaypipes/ghw,Go,permissive,,,ok,https://github.com/jaypipes/ghw,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,1773,False,False,2017-05-26T16:39:02Z,2025-08-24T17:27:16Z,2025-08-24T13:59:34Z,main,0dc46647516d0bc4ff5951e22ed42f357fd77dda
jorgelbg,pinentry-touchid,jorgelbg/pinentry-touchid,Go,permissive,,,ok,https://github.com/jorgelbg/pinentry-touchid,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,636,False,False,2021-07-07T23:47:27Z,2025-08-14T17:59:39Z,2023-10-18T03:39:53Z,main,1170eb6bc7b23313aee622887b47b77be6e5fb5f
atredispartners,flamingo,atredispartners/flamingo,Go,permissive,,,ok,https://github.com/atredispartners/flamingo,BSD-2-Clause,"BSD 2-Clause ""Simplified"" License",bsd-2-clause,Permissive,475,False,False,2020-01-19T16:01:24Z,2025-08-24T15:30:58Z,2025-08-10T22:19:48Z,main,df0825e699914de5112858b691421abaa438673f
kayac,ecspresso,kayac/ecspresso,Go,permissive,,,ok,https://github.com/kayac/ecspresso,MIT,MIT License,mit,Permissive,956,False,False,2017-11-06T07:34:51Z,2025-08-25T14:45:51Z,2025-07-25T00:46:12Z,v2,27449f2a275ed8cd46a6420dc74bc88a81ebb9ef
Southclaws,fault,Southclaws/fault,Go,permissive,,,ok,https://github.com/Southclaws/fault,MIT,MIT License,mit,Permissive,294,False,False,2022-06-22T16:57:49Z,2025-08-27T14:05:39Z,2025-06-14T21:22:42Z,master,15e49aecd6730e9cd848ad43775e82f05ce0329f
sebest,xff,sebest/xff,Go,permissive,,,ok,https://github.com/sebest/xff,MIT,MIT License,mit,Permissive,100,False,False,2014-12-22T10:29:05Z,2025-05-04T06:19:35Z,2022-01-18T20:54:49Z,master,671bd2870b3a94230620f8a68525a3a17e3a4585
ContainX,docker-volume-netshare,ContainX/docker-volume-netshare,Go,permissive,,,ok,https://github.com/ContainX/docker-volume-netshare,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,1137,False,False,2015-10-20T22:21:35Z,2025-08-06T22:33:56Z,2021-04-12T10:34:49Z,master,f1aed1afe65510f4b2df863c48b92234609b591a
go-oauth2,gin-server,go-oauth2/gin-server,Go,permissive,,,ok,https://github.com/go-oauth2/gin-server,MIT,MIT License,mit,Permissive,107,False,False,2016-09-21T03:35:44Z,2025-08-27T09:49:11Z,2022-06-07T01:18:58Z,master,797d5671fee0e6028943af396b296d4be2654a91
hazcod,enpass-cli,hazcod/enpass-cli,Go,permissive,,,ok,https://github.com/hazcod/enpass-cli,MIT,MIT License,mit,Permissive,152,False,False,2016-09-03T11:18:46Z,2025-07-10T20:41:03Z,2025-06-17T09:23:51Z,master,d0b9856af393e7fe341ed6292f554e6fb67bea3d
martingallagher,gawp,martingallagher/gawp,Go,permissive,,,ok,https://github.com/martingallagher/gawp,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,124,False,False,2015-02-07T08:50:29Z,2023-09-08T16:54:29Z,2017-06-01T10:00:29Z,master,0480f783682a177654a8cc2cd98c97c1675b5de0
pingcap,failpoint,pingcap/failpoint,Go,permissive,,,ok,https://github.com/pingcap/failpoint,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,859,False,False,2019-04-02T07:48:18Z,2025-08-18T17:59:48Z,2024-05-28T01:13:02Z,master,b51a646c7c862d49540d5109da93c13f2d8b9264
aquasecurity,esquery,aquasecurity/esquery,Go,permissive,,,ok,https://github.com/aquasecurity/esquery,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,316,False,False,2020-02-19T12:13:27Z,2025-08-10T09:13:06Z,2023-07-12T02:45:09Z,master,49a92fc25e9dab2ffe10380889ca01b8b21cb557
callistaenterprise,goblog,callistaenterprise/goblog,Go,permissive,,,ok,https://github.com/callistaenterprise/goblog,MIT,MIT License,mit,Permissive,378,False,False,2017-02-05T20:55:06Z,2025-05-12T06:37:41Z,2023-02-25T06:54:05Z,master,8d67cd68b92967a1236e35b46ca8aeaa9e41585c
issue9,identicon,issue9/identicon,Go,permissive,,,ok,https://github.com/issue9/identicon,MIT,MIT License,mit,Permissive,240,False,False,2015-05-19T09:15:25Z,2025-07-30T15:40:02Z,2024-02-28T02:35:45Z,master,32da43a149811c40cb34ca8e031b84fd0eadebef
gabe565,CastSponsorSkip,gabe565/CastSponsorSkip,Go,permissive,,,ok,https://github.com/gabe565/CastSponsorSkip,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,435,False,False,2023-08-14T09:00:01Z,2025-08-23T20:13:53Z,2025-08-27T12:25:18Z,main,9606e050d050887c15a2d01a9a772c9356fdf8d8
wi1dcard,fingerproxy,wi1dcard/fingerproxy,Go,permissive,,,ok,https://github.com/wi1dcard/fingerproxy,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,265,False,False,2024-02-17T10:47:54Z,2025-08-26T20:25:11Z,2025-05-25T04:56:19Z,master,bcda1920cb3665dedcafebef8eaf008e74393fa9
denandz,sourcemapper,denandz/sourcemapper,Go,permissive,,,ok,https://github.com/denandz/sourcemapper,BSD-3-Clause,"BSD 3-Clause ""New"" or ""Revised"" License",bsd-3-clause,Permissive,1193,False,False,2018-09-07T06:13:40Z,2025-08-23T09:48:25Z,2024-03-22T04:01:09Z,master,467916e59f9f28f2df3c2fb209db32dabd057c92
bykof,stateful,bykof/stateful,Go,permissive,,,ok,https://github.com/bykof/stateful,MIT,MIT License,mit,Permissive,211,False,False,2019-07-18T18:51:26Z,2025-02-14T01:31:09Z,2020-05-24T08:37:10Z,master,163d20827904d3193d9996cfc9b3a4f1bac6251b
ossrs,httpx-static,ossrs/httpx-static,Go,permissive,,,ok,https://github.com/ossrs/httpx-static,MIT,MIT License,mit,Permissive,641,False,False,2015-10-04T01:06:14Z,2025-06-28T09:05:17Z,2023-01-06T02:36:33Z,develop,ef260de2f52af4d89471df3546dbd9b14eb5456a
moul,ssh2docker,moul/ssh2docker,Go,permissive,,,ok,https://github.com/moul/ssh2docker,MIT,MIT License,mit,Permissive,194,False,False,2015-08-24T19:58:18Z,2025-07-11T04:37:50Z,2025-08-13T22:45:01Z,master,5ae43b366d285be733a23b26fb2abf8e7775eba6
ying32,govcl,ying32/govcl,Go,permissive,,,ok,https://github.com/ying32/govcl,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,2352,False,False,2017-09-25T01:38:08Z,2025-08-27T12:14:14Z,2025-06-25T09:04:14Z,master,fe1870b4e035fb99d0560eff6822fdfa904b1776
jakecoffman,gorunner,jakecoffman/gorunner,Go,permissive,,,ok,https://github.com/jakecoffman/gorunner,MIT,MIT License,mit,Permissive,145,False,False,2013-01-09T00:49:13Z,2025-08-19T02:01:08Z,2016-10-17T13:26:36Z,master,9bdd25aecd9ae95e0a58a7aa167fd99828759e82
d4l3k,go-pry,d4l3k/go-pry,Go,permissive,,,ok,https://github.com/d4l3k/go-pry,MIT,MIT License,mit,Permissive,3009,False,False,2015-03-05T00:10:14Z,2025-08-26T18:16:15Z,2023-02-21T05:42:01Z,master,cca3eb982836f4cfbca760c1f9e422631e4b4aa3
nishanths,exhaustive,nishanths/exhaustive,Go,permissive,,,ok,https://github.com/nishanths/exhaustive,BSD-2-Clause,"BSD 2-Clause ""Simplified"" License",bsd-2-clause,Permissive,325,False,False,2020-05-19T07:58:40Z,2025-08-09T04:23:06Z,2024-12-05T04:16:32Z,master,b6bf430e32d13b142d507e7e4c75b19c03214080
nicholasjackson,building-microservices-youtube,nicholasjackson/building-microservices-youtube,Go,permissive,,,ok,https://github.com/nicholasjackson/building-microservices-youtube,MIT,MIT License,mit,Permissive,1143,False,False,2020-01-16T06:18:59Z,2025-08-25T01:59:09Z,2024-07-14T12:56:11Z,main,0cd586295712a80654ac94f929444b106423c1f0
uber,ringpop-go,uber/ringpop-go,Go,permissive,,,ok,https://github.com/uber/ringpop-go,MIT,MIT License,mit,Permissive,854,False,False,2015-06-05T22:48:53Z,2025-08-23T08:49:30Z,2023-08-23T09:45:00Z,master,dc480c0aeadc0ae3dfe1c10b47024250014b6aa9
google,starlark-go,google/starlark-go,Go,permissive,,,ok,https://github.com/google/starlark-go,BSD-3-Clause,"BSD 3-Clause ""New"" or ""Revised"" License",bsd-3-clause,Permissive,2514,False,False,2018-10-23T14:35:50Z,2025-08-26T21:29:41Z,2025-08-26T21:29:36Z,master,2a4f3694512960a6031a4c6d324439f1923fd8f9
k8ssandra,cass-operator,k8ssandra/cass-operator,Go,permissive,,,ok,https://github.com/k8ssandra/cass-operator,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,205,False,False,2021-03-30T12:02:09Z,2025-08-25T10:49:10Z,2025-08-25T10:49:06Z,master,30f914ee216543055f8ab0709e53168c65c557db
FiloSottile,CVE-2016-2107,FiloSottile/CVE-2016-2107,Go,permissive,,,ok,https://github.com/FiloSottile/CVE-2016-2107,MIT,MIT License,mit,Permissive,190,False,False,2016-05-03T16:47:32Z,2025-05-15T10:44:11Z,2019-03-10T02:18:00Z,master,17e9b6082f418fba105865ef0842dfa91fb9a456
mpostument,grafana-sync,mpostument/grafana-sync,Go,permissive,,,ok,https://github.com/mpostument/grafana-sync,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,220,False,False,2020-12-21T17:11:48Z,2025-07-22T06:08:08Z,2024-01-08T01:08:10Z,master,0dd7ef88aaebebf92f3757907e572464aee2dd25
refaktor,rye,refaktor/rye,Go,permissive,,,ok,https://github.com/refaktor/rye,BSD-3-Clause,"BSD 3-Clause ""New"" or ""Revised"" License",bsd-3-clause,Permissive,584,False,False,2020-08-05T09:53:50Z,2025-08-11T12:58:51Z,2025-08-05T12:31:39Z,main,292a99af234f32cb0b332fb51e6188b36375557f
Foxboron,sbctl,Foxboron/sbctl,Go,permissive,,,ok,https://github.com/Foxboron/sbctl,MIT,MIT License,mit,Permissive,1804,False,False,2020-05-03T17:40:47Z,2025-08-26T16:27:25Z,2025-08-09T12:19:14Z,master,83f74bf0c0a0a51a4dc5ba158193223a65e86edd
monogon,monogon,monogon/monogon,Go,permissive,,,ok,https://github.com/monogon/monogon,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,401,False,False,2021-03-30T19:59:24Z,2025-08-27T05:38:03Z,2025-08-26T09:15:17Z,main,b46dcebbc90e3a923e5f3fc2f897c13926e9769b
appscode,osm,appscode/osm,Go,permissive,,,ok,https://github.com/appscode/osm,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,168,False,False,2016-10-26T05:40:38Z,2025-08-15T04:57:11Z,2025-08-15T04:57:13Z,master,1e0827a48cce8e8dc5ecb3da5295a07f40f12149
visualfc,go-ui,visualfc/go-ui,Go,permissive,,,ok,https://github.com/visualfc/go-ui,BSD-2-Clause,"BSD 2-Clause ""Simplified"" License",bsd-2-clause,Permissive,295,False,False,2012-07-12T06:48:00Z,2025-08-01T08:15:50Z,2020-07-07T20:33:45Z,master,ae336d1019e2b391bc21a24a42c87f2c53622a15
ahmetb,govvv,ahmetb/govvv,Go,permissive,,,ok,https://github.com/ahmetb/govvv,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,539,False,False,2016-08-02T22:30:23Z,2025-07-08T15:51:21Z,2023-03-24T16:51:49Z,master,ce1f54b04cec8d599f54c85b19b263710d918b05
teknogeek,ssrf-sheriff,teknogeek/ssrf-sheriff,Go,permissive,,,ok,https://github.com/teknogeek/ssrf-sheriff,MIT,MIT License,mit,Permissive,327,False,False,2019-10-14T15:52:41Z,2025-08-22T14:30:35Z,2024-10-31T20:47:15Z,master,02cd31d60970487547a34308171f2992fd2d8646
victorspringer,http-cache,victorspringer/http-cache,Go,permissive,,,ok,https://github.com/victorspringer/http-cache,MIT,MIT License,mit,Permissive,367,False,False,2018-04-14T11:10:03Z,2025-07-31T01:47:00Z,2024-07-03T18:41:12Z,master,7d9f48f8ab9132cab212feee91e5097a9e603fa3
mritd,idgen,mritd/idgen,Go,permissive,,,ok,https://github.com/mritd/idgen,MIT,MIT License,mit,Permissive,201,False,False,2018-02-27T10:31:52Z,2025-06-25T01:59:18Z,2021-10-02T13:18:49Z,master,87fbd4ce01946f8866e863bd3eef2933aeba80cf
qdeconinck,mp-quic,qdeconinck/mp-quic,Go,permissive,,,ok,https://github.com/qdeconinck/mp-quic,MIT,MIT License,mit,Permissive,202,False,False,2017-09-15T11:19:20Z,2025-06-11T05:42:49Z,2022-06-22T12:37:27Z,conext17,582326c6a2f893f505ee8441bdf137c9ec83168c
gojp,kana,gojp/kana,Go,permissive,,,ok,https://github.com/gojp/kana,MIT,MIT License,mit,Permissive,120,False,False,2013-09-05T11:55:38Z,2025-06-20T08:32:48Z,2020-01-16T09:03:41Z,master,5456a3aa55f14cc22401d5eb0ac5250898e9772a
ko-build,ko,ko-build/ko,Go,permissive,,,ok,https://github.com/ko-build/ko,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,8110,False,False,2019-03-21T19:24:01Z,2025-08-27T14:29:53Z,2025-08-25T08:53:53Z,main,1a44a20bb355ccf0ce520b62470875133791dd2a
dnephin,dobi,dnephin/dobi,Go,permissive,,,ok,https://github.com/dnephin/dobi,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,316,False,False,2015-10-18T17:32:42Z,2025-06-09T11:45:57Z,2023-11-10T06:32:19Z,main,76e10c8c263f6b4903c122a4b5f84cacc373804b
tleyden,open-ocr,tleyden/open-ocr,Go,permissive,,,ok,https://github.com/tleyden/open-ocr,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,1365,False,False,2014-05-10T19:07:04Z,2025-08-20T22:48:27Z,2023-09-15T05:11:05Z,master,3217ba41c9c8e308a0c9543f611814d17c2aa515
go-joe,joe,go-joe/joe,Go,permissive,,,ok,https://github.com/go-joe/joe,BSD-3-Clause,"BSD 3-Clause ""New"" or ""Revised"" License",bsd-3-clause,Permissive,479,False,False,2019-03-03T11:19:18Z,2025-08-27T13:22:44Z,2024-10-09T19:10:07Z,master,4644f17b55eb0614b3f43bf63c14a75c063bb556
timebertt,kubernetes-controller-sharding,timebertt/kubernetes-controller-sharding,Go,permissive,,,ok,https://github.com/timebertt/kubernetes-controller-sharding,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,276,False,False,2022-01-22T15:30:42Z,2025-08-27T02:42:36Z,2025-08-26T19:34:37Z,main,c540aba52adfcaca0853b3bfeea2556c4c2e9fea
openkruise,kruise-game,openkruise/kruise-game,Go,permissive,,,ok,https://github.com/openkruise/kruise-game,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,891,False,False,2022-08-22T11:30:39Z,2025-08-27T14:04:32Z,2025-08-21T08:03:10Z,master,2e6f382905f34c0a1cf1dc06c00f4e4bb6ea19d2
isovalent,ebpf-docs,isovalent/ebpf-docs,Go,permissive,,,ok,https://github.com/isovalent/ebpf-docs,BSD-2-Clause,"BSD 2-Clause ""Simplified"" License",bsd-2-clause,Permissive,423,False,False,2023-01-25T12:53:40Z,2025-08-20T08:28:20Z,2025-08-16T15:16:57Z,master,da07ede3c7053d2abd254a33ef96b3c00b76b8bd
sysulq,nginx-vts-exporter,sysulq/nginx-vts-exporter,Go,permissive,,,ok,https://github.com/sysulq/nginx-vts-exporter,MIT,MIT License,mit,Permissive,663,False,False,2016-12-09T02:41:58Z,2025-08-23T15:45:33Z,2024-12-30T19:56:21Z,master,c12edaab1412e04005642fe7d58411409fc41d18
dengsgo,fileboy,dengsgo/fileboy,Go,permissive,,,ok,https://github.com/dengsgo/fileboy,MIT,MIT License,mit,Permissive,508,False,False,2018-09-11T01:24:49Z,2025-08-24T01:38:46Z,2024-06-01T10:18:02Z,master,af275d476511a58a478950085c1d90cfdce945fd
bitnami-labs,sealed-secrets,bitnami-labs/sealed-secrets,Go,permissive,,,ok,https://github.com/bitnami-labs/sealed-secrets,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,8491,False,False,2017-05-29T03:09:47Z,2025-08-26T20:50:14Z,2025-08-26T13:32:47Z,main,0bef6f1d805b47a3bb8659a18e831cd178403317
dachad,tcpgoon,dachad/tcpgoon,Go,permissive,,,ok,https://github.com/dachad/tcpgoon,MIT,MIT License,mit,Permissive,200,False,False,2016-10-09T22:13:05Z,2025-07-10T10:10:50Z,2020-06-01T16:24:58Z,master,945d9f576acb476c5ea82147e38756d5273f9265
openairplay,goplay2,openairplay/goplay2,Go,permissive,,,ok,https://github.com/openairplay/goplay2,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,409,False,False,2021-06-08T20:24:35Z,2025-08-23T03:36:15Z,2023-04-21T05:50:13Z,main,eb779df7d284e736edd7456a74917a47a9d78a15
anyproto,any-sync,anyproto/any-sync,Go,permissive,,,ok,https://github.com/anyproto/any-sync,MIT,MIT License,mit,Permissive,1367,False,False,2023-05-23T11:57:34Z,2025-08-27T06:04:24Z,2025-08-26T07:21:51Z,main,0555d4cf9242398fb195398bd919d24f00fd2876
shijuvar,go-web,shijuvar/go-web,Go,permissive,,,ok,https://github.com/shijuvar/go-web,MIT,MIT License,mit,Permissive,184,False,False,2015-04-20T09:24:34Z,2025-05-17T21:48:23Z,2018-05-25T06:49:05Z,master,2527f05329a57be268292e9f026e3f52f80e72d7
syself,cluster-api-provider-hetzner,syself/cluster-api-provider-hetzner,Go,permissive,,,ok,https://github.com/syself/cluster-api-provider-hetzner,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,922,False,False,2021-08-25T11:32:07Z,2025-08-24T18:43:31Z,2025-08-27T14:58:35Z,main,8632a847d0da19219e06b88521a25fd4e64d7e2f
thrasher-corp,gocryptotrader,thrasher-corp/gocryptotrader,Go,permissive,,,ok,https://github.com/thrasher-corp/gocryptotrader,MIT,MIT License,mit,Permissive,3273,False,False,2014-10-28T12:32:15Z,2025-08-27T14:18:42Z,2025-08-26T02:45:13Z,master,d5b2cf1759222eea04644b13dbf63e49cb420171
mandiant,GoReSym,mandiant/GoReSym,Go,permissive,,,ok,https://github.com/mandiant/GoReSym,MIT,MIT License,mit,Permissive,802,False,False,2022-02-15T16:26:05Z,2025-08-22T10:17:24Z,2025-08-08T13:51:52Z,master,734a93aaf630c271bf3289e9f04ebd3ad3479fae
open-telemetry,opentelemetry-java-contrib,open-telemetry/opentelemetry-java-contrib,Java,permissive,,,ok,https://github.com/open-telemetry/opentelemetry-java-contrib,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,236,False,False,2020-08-17T21:57:13Z,2025-08-27T14:52:54Z,2025-08-27T14:52:51Z,main,9e432e86455a331ce25446b95400057eaa93f964
keven1z,simpleIAST,keven1z/simpleIAST,Java,permissive,,,ok,https://github.com/keven1z/simpleIAST,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,88,False,False,2023-06-14T14:48:22Z,2025-08-18T09:07:53Z,2025-08-24T04:33:07Z,master,6d27bda622fe38b63b3d797971bc9527103c62f3
GleasonK,android-webrtc-api,GleasonK/android-webrtc-api,Java,permissive,,,ok,https://github.com/GleasonK/android-webrtc-api,MIT,MIT License,mit,Permissive,122,False,False,2015-07-27T23:46:54Z,2024-10-07T12:59:44Z,2017-03-10T20:16:34Z,master,1db4cf5838f1e880c327906dd01a02f82d8d329c
polok,PinCodePicker,polok/PinCodePicker,Java,permissive,,,ok,https://github.com/polok/PinCodePicker,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,129,False,False,2015-03-28T20:05:28Z,2025-07-22T03:25:43Z,2017-09-16T19:03:52Z,master,35bf29a8e70521edc9a608bc458ace5b6d7f73b9
vivo,MoonBox,vivo/MoonBox,Java,permissive,,,ok,https://github.com/vivo/MoonBox,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,1304,False,False,2023-01-05T03:03:57Z,2025-08-27T03:37:57Z,2025-08-08T03:55:06Z,main,5c8f0a8614663c79d4bdedcba2d40c578c8a14e2
HamburgChimps,apple-notes-liberator,HamburgChimps/apple-notes-liberator,Java,permissive,,,ok,https://github.com/HamburgChimps/apple-notes-liberator,MIT,MIT License,mit,Permissive,1007,False,False,2023-03-26T00:54:17Z,2025-08-18T04:23:48Z,2023-09-24T14:03:02Z,main,c44e3b1fddc09f944951dba24466a4bc1e3b94d1
shaohui10086,ShareUtil,shaohui10086/ShareUtil,Java,permissive,,,ok,https://github.com/shaohui10086/ShareUtil,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,1333,False,False,2016-12-01T03:58:37Z,2025-08-14T10:34:52Z,2020-11-27T15:57:11Z,master,4c90bc771327b80528e3fab50f362e090a73fc6c
gnanquanmama,tropical-fish,gnanquanmama/tropical-fish,Java,permissive,,,ok,https://github.com/gnanquanmama/tropical-fish,MIT,MIT License,mit,Permissive,145,False,False,2018-12-06T08:35:21Z,2025-07-30T06:52:35Z,2024-04-07T10:22:42Z,master,c06be7a4398cefa3279ba968cd4def17cd58c0cb
owagner,hue2mqtt,owagner/hue2mqtt,Java,permissive,,,ok,https://github.com/owagner/hue2mqtt,MIT,MIT License,mit,Permissive,52,False,False,2015-01-11T10:18:39Z,2024-10-29T05:44:20Z,2019-02-25T00:02:46Z,master,e71e7cac30ff8321d2072fbf539a619f765b993e
msarhan,ummalqura-calendar,msarhan/ummalqura-calendar,Java,permissive,,,ok,https://github.com/msarhan/ummalqura-calendar,MIT,MIT License,mit,Permissive,166,False,False,2015-04-03T14:23:58Z,2025-08-20T15:16:39Z,2023-04-06T14:35:28Z,master,fc1c70bfbd29dc28638ae123bf2a02f3ff05230d
mCodex,react-native-sensitive-info,mCodex/react-native-sensitive-info,Java,permissive,,,ok,https://github.com/mCodex/react-native-sensitive-info,MIT,MIT License,mit,Permissive,988,False,False,2016-05-10T17:13:13Z,2025-08-18T21:00:36Z,2025-08-19T13:53:27Z,master,495dd7f08c077f5744e56803e45f54787df3dab3
flutter-package,images_picker,flutter-package/images_picker,Java,permissive,,,ok,https://github.com/flutter-package/images_picker,MIT,MIT License,mit,Permissive,67,False,False,2020-09-22T06:24:57Z,2025-07-04T09:29:37Z,2023-11-15T03:05:06Z,master,1ef97f2f80f8d91697471371ac0d8fc2d6e0574b
IxorTalk,ixortalk.aws.cognito.jwt.security.filter,IxorTalk/ixortalk.aws.cognito.jwt.security.filter,Java,permissive,,,ok,https://github.com/IxorTalk/ixortalk.aws.cognito.jwt.security.filter,MIT,MIT License,mit,Permissive,90,False,False,2017-02-08T19:47:56Z,2025-08-17T09:54:11Z,2023-03-23T20:33:19Z,master,848323fbf35481d8de55ba94a46774bb7a20ff84
Codewaves,Sticky-Header-Grid,Codewaves/Sticky-Header-Grid,Java,permissive,,,ok,https://github.com/Codewaves/Sticky-Header-Grid,MIT,MIT License,mit,Permissive,115,False,False,2017-04-25T18:08:43Z,2025-07-09T05:39:17Z,2018-11-20T19:19:17Z,master,5a0e9270a4458ef826f247802f3f1e79a32cef11
jorabin,KeePassJava2,jorabin/KeePassJava2,Java,permissive,,,ok,https://github.com/jorabin/KeePassJava2,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,269,False,False,2015-12-13T17:35:07Z,2025-08-22T01:29:40Z,2025-06-23T12:17:10Z,master,79249458a7f52a1336cd88609d963f03b31f4f92
chenlin030922,ReSwipeCard,chenlin030922/ReSwipeCard,Java,permissive,,,ok,https://github.com/chenlin030922/ReSwipeCard,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,284,False,False,2018-02-01T03:37:02Z,2025-08-19T07:28:20Z,2021-02-09T02:04:05Z,master,f47f80ef8d347e8406242abfe9faf926d1078d92
Cutta,GifView,Cutta/GifView,Java,permissive,,,ok,https://github.com/Cutta/GifView,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,1720,False,False,2015-12-26T21:44:51Z,2025-07-22T10:32:04Z,2022-06-27T06:35:55Z,master,d4f85d3755ef3b3fe1ea7ee5d43a1da5c63b119d
